codigo,etiqueta
1152,Centro Volcánico Pucasunto - Evento 3
1153,Centro Volcánico Pucasunto - Evento 4
1154,Centro Volcánico Pucasunto - Evento 5
1155,Centro Volcánico Pumaranra
1156,Centro Volcánico Pumaranra - Evento 1
1157,Centro Volcánico Pumaranra - Evento 2
1158,Centro Volcánico Pumaranra - Evento 3
1159,Centro Volcánico Pumaranra - Evento 4
1160,Centro Volcánico Pumaranra - Evento 5
1161,Centro Volcánico Punta Perdida - Evento 1
1162,Centro Volcánico Pupanday - Evento 1
1163,Centro Volcánico Pupanday - Evento 2a
1164,Centro Volcánico Pupanday - Evento 2b
1165,Centro Volcánico Pupanday - Evento 2c
1166,Centro Volcánico Pupanday - Evento 2d
1167,Centro Volcánico Pupanday - Evento 2e
1168,Centro Volcánico Pupanday - Evento 2f
1169,Centro Volcánico Pupanday - Evento 2g
1170,Centro Volcánico Pupanday - Evento 2h
1171,Centro Volcánico Pupanday - Evento 3a
1172,Centro Volcánico Pupanday - Evento 3b
1173,Centro Volcánico Pupanday - Evento 3c
1174,Centro Volcánico Pupanday - Evento 3d
1175,Centro Volcánico Pupanday - Evento 3e
1176,Centro Volcánico Pupanday - Evento 3e1
1177,Centro Volcánico Pupanday - Evento 3f
1178,Centro Volcánico Pupanday - Evento 3g
1179,Centro Volcánico Pupanday - Evento 4a
1180,Centro Volcánico Pupanday - Evento 4b
1181,Centro Volcánico Pupanday - Evento 4c
1182,Centro Volcánico Pupanday - Evento 5a
1183,Centro Volcánico Pupanday - Evento 5b
1184,Centro Volcánico Pupanday - Evento 5c
1185,Centro Volcánico Purun
1186,Centro Volcánico Purupuruni
1187,Centro Volcánico Putajasa - Evento 1
1188,Centro Volcánico Quelcata - Evento 1
1189,Centro Volcánico Quelcata - Evento 2
1190,Centro Volcánico Quelcata - Evento 3
1191,Centro volcánico Quelcata - Evento 4
1192,Centro Volcánico Queñuta Evento 2
1193,Centro Volcánico Quesllampo - Evento 1
1194,Centro Volcánico Queso Rupasca
1195,Centro Volcánico Queso Rupasca - Evento 1
1196,Centro Volcánico Queso Rupasca - Evento 2
1197,Centro Volcánico Queso Rupasca - Evento 3
1198,Centro Volcánico Quesocoto - Evento 1
1199,Centro Volcánico Quesocoto - Evento 2
1200,Centro Volcánico Quesquenda
1201,Centro Volcánico Quesquenda - Evento 1
1202,Centro Volcánico Quesquenda - Evento 2
1203,Centro Volcánico Quesquenda - Evento 3
1204,Centro Volcánico Quesquenda - Evento 4
1205,Centro Volcánico Quintanillo - Evento 1
1206,Centro Volcánico Quintanillo - Evento 2
1207,Centro Volcánico Quiruvilca - Evento 1
1208,Centro Volcánico Quiruvilca - Evento 2
1209,Centro Volcánico Quiruvilca - Evento 3
1210,Centro Volcánico Quiruvilca - Evento 4
1211,Centro Volcánico Regalado
1212,Centro Volcánico Regalado - Evento 1
1213,Centro Volcánico Regalado - Evento 2
1214,Centro Volcánico Regalado - Evento 3
1215,Centro Volcánico Regalado - Evento 4
1216,Centro Volcánico Regalado - Evento 5
1217,Centro Volcánico Regalado - Evento 6
1218,Centro Volcánico Rumillana
1219,Centro Volcánico Rumiorco - Evento 1
1220,Centro Volcánico Rumiorco - Evento 2
1221,Centro Volcánico Rumiorco - Evento 3
1222,Centro Volcánico Rumiorco - Evento 4
1223,Centro Volcánico Runtucori - Evento 1
1224,Centro Volcánico Runtucori - Evento 2
1225,Centro Volcánico Runtucori - Evento 3
1226,Centro Volcánico Runtucori - Evento 4
1227,Centro Volcánico Runtucori - Evento 5
1228,Centro Volcánico Runtucori - Evento 6
1229,Centro Volcánico Runtucori - Evento 7
1230,Centro Volcánico Sacrakure
1231,Centro Volcánico Sacsajahua - Evento 1
1232,Centro Volcánico Sacsajahua - Evento 2
1233,Centro Volcánico Sacsajahua - Evento 3
1234,Centro Volcánico Sacsajahua - Evento 4
1235,Centro Volcánico Salpo - Evento 1
1236,Centro Volcánico Salpo - Evento 2
1237,Centro Volcánico Salpo - Evento 3
1238,Centro Volcánico Salviayoc - Evento 1
1239,Centro Volcánico Salviayoc - Evento 2
1240,"Centro Volcánico San Francisco Ccallanave, Yllimani - Evento 1"
1241,"Centro Volcánico San Francisco Ccallanave, Yllimani - Evento 2"
1242,"Centro Volcánico San Francisco Ccallanave, Yllimani - Evento 3"
1243,"Centro Volcánico San Francisco Ccallanave, Yllimani - Evento 4"
1244,Centro Volcánico San Francisco de Orcorara - Evento 1
1245,Centro Volcánico San Francisco de Orcorara - Evento 2
1246,Centro Volcánico San Francisco de Orcorara - Evento 3
1247,Centro Volcánico San Francisco de Pataqueña - Evento 1
1248,Centro Volcánico San Francisco de Pataqueña - Evento 2
1249,Centro Volcánico San Francisco de Pataqueña - Evento 3
1250,Centro Volcánico San Francisco de Pataqueña - Evento 4
1251,Centro Volcánico San Francisco de Pataqueña - Evento 5
1252,Centro Volcánico San Francisco de Piñón - Evento 1
1253,Centro Volcánico San Francisco Pachapaque - Evento 1
1254,Centro Volcánico San Francisco Pachapaque - Evento 2
1255,Centro Volcánico San Francisco Pachapaque - Evento 3
1256,Centro Volcánico San Francisco Pachapaque - Evento 4
1257,Centro Volcánico San Lorenzo - Evento 1
1258,Centro Volcánico San Lorenzo - Evento 2
1259,Centro Volcánico San Lorenzo - Evento 3
1260,Centro Volcánico San Miguel - Evento 1
1261,Centro Volcánico San Pedro - Evento 1
1262,Centro Volcánico San Pedro - Evento 10
1263,Centro Volcánico San Pedro - Evento 2
1264,Centro Volcánico San Pedro - Evento 3
1265,Centro Volcánico San Pedro - Evento 4
1266,Centro Volcánico San Pedro - Evento 5
1267,Centro Volcánico San Pedro - Evento 6
1268,Centro Volcánico San Pedro - Evento 7
1269,Centro Volcánico San Pedro - Evento 8
1270,Centro Volcánico San Pedro - Evento 9
1271,Centro Volcánico Santa Cruz - Evento 1
1272,Centro Volcánico Santa Cruz - Evento 2
1273,Centro Volcánico Santa Cruz - Evento 3
1274,Centro Volcánico Santa Cruz - Evento 4
1275,Centro Volcánico Sapajajuana
1276,Centro Volcánico Sapajajuana - Evento 1
1277,Centro Volcánico Sara Sara
1278,Centro Volcánico Sara Sara - Evento 1
1279,Centro Volcánico Sara Sara - Evento 2
1280,Centro Volcánico Sara Sara - Evento 3
1281,Centro Volcánico Sasahuini - Evento 1
1282,Centro Volcánico Sasahuini - Evento 2
1283,Centro Volcánico Sasahuini - Evento 3
1284,Centro Volcánico Saycata - Evento 1
1285,Centro Volcánico Saycata - Evento 2
1286,Centro Volcánico Saycata - Evento 3
1287,Centro volcánico Sibayo - Evento 1
1288,Centro volcánico Sibayo - Evento 2
1289,Centro Volcánico Sillajasa - Evento 1
1290,Centro Volcánico Sillajasa - Evento 2
1291,Centro Volcánico Sillajasa - Evento 3
1292,Centro Volcánico Sillana - Evento 1
1293,Centro Volcánico Sillana - Evento 2
1294,Centro Volcánico Sillana - Evento 3
1295,Centro Volcánico Sogopegan - Evento 1
1296,Centro Volcánico Sogopegan - Evento 2
1297,Centro Volcánico Sogopegan - Evento 3
1298,Centro Volcánico Sogopegan - Evento 4
1299,Centro Volcánico Solimana - Evento 2
1300,Centro Volcánico Solimana - Evento 3
1301,Centro Volcánico Solimana - Evento 4
1302,Centro Volcánico Solimana - Evento 5
1303,Centro Volcánico Soncco- Evento 1
1304,Centro Volcánico Soncco- Evento 2
1305,Centro Volcánico Soncco- Evento 3
1306,Centro Volcánico Soncco- Evento 4
1307,Centro Volcánico Soncco- Evento 5
1308,Centro Volcánico Soncco- Evento 6
1309,Centro Volcánico Sondorillo - Evento 3
1310,Centro Volcánico Sorapata - Evento 1
1311,Centro Volcánico Sorapata - Evento 2
1312,Centro Volcánico Soravico - Evento 1
1313,Centro Volcánico Soravico - Evento 2
1314,Centro Volcánico Sotaya - Evento 1
1315,Centro Volcánico Sotaya - Evento 2
1316,Centro Volcánico Suches - Evento 1
1317,Centro Volcánico Suches - Evento 2
1318,Centro Volcánico Suches - Evento 3
1319,Centro Volcánico Sulcachuca - Evento 1
1320,Centro Volcánico Sulcachuca - Evento 2
1321,Centro Volcánico Sulcachuca - Evento 3
1322,Centro Volcánico Sulcachuca - Evento 4
1323,Centro Volcánico Sulcachuca - Evento 5
1324,Centro Volcánico Sun Jillpa - Evento 1
1325,Centro Volcánico Sun Jillpa - Evento 2
1326,Centro Volcánico Supumarca - Evento 1
1327,Centro Volcánico Suratera - Evento 1
1328,Centro Volcánico Suratera - Evento 2
1329,Centro Volcánico Suratera - Evento 3
1330,Centro Volcánico Suratera - Evento 4
1331,Centro Volcánico Tablacocha - Evento 1
1332,Centro Volcánico Tablacocha - Evento 2
1333,Centro Volcánico Tacamani - Evento 1
1334,Centro Volcánico Tacamani - Evento 2
1335,Centro Volcánico Tacamani - Evento 3
1336,Centro Volcánico Tacsana - Evento 1
1337,Centro Volcánico Taipacahua - Evento 1
1338,Centro Volcánico Taipacahua - Evento 2
1339,Centro Volcánico Taipacahua - Evento 3
1340,Centro Volcánico Taipacahua - Evento 4
1341,Centro Volcánico Tantachual - Evento 1
1342,Centro Volcánico Tantachual - Evento 2
1343,Centro Volcánico Tantachual - Evento 3
1344,Centro Volcánico Tantachual - Evento 4
1345,Centro Volcánico Tantachual - Evento 5
1346,Centro Volcánico Tantachual - Evento 6
1347,Centro Volcánico Tantachual - Evento 7
1348,Centro Volcánico Tantachual - Evento 8
1349,Centro Volcánico Tantachual - Evento 9
1350,Centro Volcánico Tantahuatay
1351,Centro Volcánico Tantahuatay - Evento 1
1352,Centro Volcánico Tantahuatay - Evento 2
1353,Centro Volcánico Tantahuatay - Evento 3
1354,Centro Volcánico Tararunqui - Evento 1
1355,Centro Volcánico Tararunqui - Evento 2
1356,Centro Volcánico Tararunqui - Evento 3
1357,Centro Volcánico Tararunqui - Evento 4
1358,Centro Volcánico Tauromarca - Evento 1
1359,Centro Volcánico Tauromarca - Evento 2
1360,Centro Volcánico Tauromarca - Evento 3
1361,Centro Volcánico Tayacucho - Evento 1
1362,Centro Volcánico Tayacucho - Evento 2
1363,Centro Volcánico Tayacucho - Evento 4
1364,Centro Volcánico Taymallani - Evento 1
1365,Centro Volcánico Taymallani - Evento 2
1366,Centro Volcánico Taymallani - Evento 3
1367,Centro Volcánico Ticapallana
1368,Centro Volcánico Tirane
1369,Centro Volcánico Tirane - Evento 1
1370,Centro Volcánico Tirane - Evento 2
1371,Centro Volcánico Tirane - Evento 3
1372,Centro Volcánico Tirane - Evento 4
1373,Centro Volcánico Tirane - Evento 5
1374,Centro Volcánico Titiri - Evento 1
1375,"Centro Volcánico Tomaromani, Capaca, Koverane"
1376,"Centro Volcánico Tomaromani, Capaca, Koverane - Evento 1"
1377,"Centro Volcánico Tomaromani, Capaca, Koverane - Evento 3"
1378,"Centro Volcánico Tomaromani, Capaca, Koverane - Evento 4"
1379,"Centro Volcánico Tomaromani, Capaca, Koverane - Evento 5"
1380,Centro Volcánico Toritos - Evento 1
1381,Centro Volcánico Toritos - Evento 2
1382,Centro Volcánico Toritos - Evento 3
1383,Centro Volcánico Totora II - Evento 1
1384,Centro Volcánico Totora II - Evento 2
1385,Centro Volcánico Totoral
1386,Centro Volcánico Tres Cruces - Evento 1
1387,Centro Volcánico Tusuna - Evento 1
1388,Centro Volcánico Tusuna - Evento 2
1389,Centro volcánico Tutayac Orcco
1390,Centro Volcánico Tutayac Orcco - Evento 1
1391,Centro Volcánico Tutupaca - Evento 1
1392,Centro Volcánico Tutupaca - Evento 2
1393,Centro Volcánico Tutupaca - Evento 3
1394,Centro Volcánico Tutupaca - Evento 4
1395,Centro Volcánico Tutupaca - Evento 5
1396,Centro Volcánico Tutupaca - Evento 7
1397,Centro Volcánico Ubinas -  Evento 1
1398,Centro Volcánico Ubinas -  Evento 2
1399,Centro Volcánico Ubinas -  Evento 3
1400,Centro Volcánico Ulto Cruz Ticas - Evento 1
1401,Centro Volcánico Ulto Cruz Ticas - Evento 2
1402,Centro Volcánico Ulto Cruz Ticas - Evento 3
1403,Centro volcánico Umayo
1404,Centro volcánico Uromalqui - Evento 1
1405,Centro Volcánico Vilachuncara - Evento 1
1406,Centro Volcánico Vilachuncara - Evento 2
1407,"Centro Volcánico Vilantani, Surichico - Evento 1"
1408,"Centro Volcánico Vilantani, Surichico - Evento 2"
1409,Centro Volcánico Vilcarani - Evento 1
1410,Centro Volcánico Vilcarani - Evento 2
1411,Centro Volcánico Vilcarani - Evento 3
1412,Centro Volcánico Vilcarani - Evento 4
1413,Centro Volcánico Vizcacha - Evento 1
1414,Centro Volcánico Yacotingo
1415,Centro Volcánico Yanacancha
1416,Centro Volcánico Yanacancha - Evento 1
1417,Centro Volcánico Yanacancha - Evento 2
1418,Centro Volcánico Yanacancha - Evento 3
1419,Centro Volcánico Yanacocha
1420,Centro Volcánico Yanacocha - Etapa Volcánica San José - Evento 2
1421,Centro Volcánico Yanacocha - Etapa Volcánica San José - Evento 3
1422,Centro Volcánico Yanacocha - Etapa Volcánica San José - Evento 4
1423,Centro Volcánico Yanacocha - Evento 1
1424,Centro Volcánico Yanacocha - Evento 2
1425,Centro Volcánico Yanacocha - Evento 3
1426,Centro Volcánico Yanacocha - Evento 4
1427,Centro Volcánico Yanacocha Sur
1428,Centro Volcánico Yanahorco - Evento 1
1429,Centro Volcánico Yanahorco - Evento 2
1430,Centro Volcánico Yanahorco - Evento 3
1431,Centro Volcánico Yanahorco - Evento 4
1432,Centro Volcánico Yanahuanga
1433,Centro Volcánico Yanahuanga - Evento 1
1434,Centro Volcánico Yanahuara - Evento 3
1435,Centro Volcanico Yanamachay
1436,Centro Volcánico Yanamachay
1437,Centro Volcánico Yanamachay - Evento 1
1438,Centro Volcánico Yanamachay - Evento 2
1439,Centro Volcánico Yancore - Evento 1
1440,Centro Volcánico Yancore - Evento 2
1441,Centro Volcánico Yancore - Evento 3
1442,Centro Volcánico Yatahual - Evento 1
1443,Centro Volcánico Yaurina - Evento 1
1444,Centro Volcánico Yaurina - Evento 2
1445,Centro Volcánico Yucamane-Yucamane Chico - Evento 1
1446,Centro Volcánico Yucamane-Yucamane Chico - Evento 2
1447,Centro Volcánico Yucamane-Yucamane Chico - Evento 3
1448,Centro Volcánico Yucamane-Yucamane Chico - Evento 4
1449,Centro Volcánico Yucamane-Yucamane Chico - Evento 5
1450,Centro Volcánico Yucamane-Yucamane Chico - Evento 6
1451,Centro Volcánico Yucamane-Yucamane Chico - Evento 7
1452,"Centro volcánico Yucamane, Yucamane Chico - andesita afanítica"
1453,"Centro volcánico Yucamane, Yucamane Chico - andesita basáltica"
1454,"Centro volcánico Yucamane, Yucamane Chico - andesita porfídica"
1455,"Centro volcánico Yucamane, Yucamane Chico - dacita porfídica"
1456,"Centro volcánico Yucamane, Yucamane Chico - toba riodacítica"
1457,"Centro volcánico Yucamane, Yucamane Chico - traquiandesita porfídica"
1458,Centro Volcánico Yulaca - Evento 1
1459,Centro Volcánico Yulaca - Evento 2
1460,Centro Volcánico Yulaca - Evento 4
1461,Centro Volcánico Yulaca - Evento 5
1462,Chinchon - dacitas
1463,"Choquechambe - diorita, granodiorita"
1464,Choquetacarpo - granito
1465,Choquezafra - granito
1466,Chucca - pórfido riodacítico
1467,Chuchurumi - granito
1468,Chucuito Taparayo - Monzodiorita
1469,Chupa - tonalita porfídica
1470,"Cirialo Concevidayoc Alto Kiteni - granito, granodiorita"
1471,Ciudad
1472,Coasa - granodiorita
1473,Cocane - pórfido
1474,Cocas - andesita porfirítica
1475,Colca - granito
1476,Colcabamba - tonalita
1477,Colque - granodiorita
1478,Complejo Atarani - andesita porfídica
1479,Complejo Basal de la Costa
1480,"Complejo Basal de la Costa - Atico, Ocoña - esquisto"
1481,"Complejo Basal de la Costa - Atico, Ocoña - migmatita"
1482,Complejo Basal de la Costa - gneis
1483,Complejo Basal de la Costa - gneis migmatítico
1484,"Complejo Basal de la Costa - gneis, esquisto"
1485,"Complejo Basal de la Costa - Mollendo - gneis, granulita"
1486,"Complejo Basal de la Costa - pizarra, esquisto"
1487,Complejo Bella Unión
1488,Complejo de domos Pariamachay - Andesita
1489,Complejo de domos Pariamachay - Dacita
1490,Complejo de domos Pariamachay - Diorita
1491,Complejo de domos Pariamachay - Riodacita
1492,Complejo de Olmos
1493,Complejo de Olmos - Unidad Chimara
1494,Complejo de Olmos - Unidad La Zunga
1495,Complejo de Olmos - Unidad Salas
1496,Complejo de Olmos - Unidad Salinas
1497,Complejo del Mantaro
1498,Complejo del Marañón
1499,Complejo del Marañón - anfibolitas
1500,Complejo del Marañón - esquisto
1501,Complejo del Marañón - esquisto verdes
1502,"Complejo del Marañón - esquisto, gneis"
1503,"Complejo del Marañón - Esquisto, gneis"
1504,Complejo del Marañón - esquistos verdes
1505,"Complejo del Marañón - filita, esquisto"
1506,"Complejo del Marañón - filitas, esquistos"
1507,Complejo del Marañón - gneis
1508,"Complejo del Marañón - gneis, esquisto"
1509,"Complejo del Marañón - gneis, esquisto, metasedimentario"
1510,"Complejo del Marañón - gneis, esquistos"
1511,"Complejo del Marañón - gneis, esquistos, metasedimentario"
1512,Complejo del Marañón - metasedimentitas
1513,"Complejo del Marañón - pizarra, cuarcita, filita"
1514,"Complejo del Marañón gneis, esquisto"
1515,Complejo Esquivel
1516,Complejo Fisural Barroso - Evento 1
1517,Complejo Fisural Barroso - Evento 2
1518,Complejo Fisural Barroso - Evento 3
1519,Complejo Fisural Barroso - Evento 4
1520,Complejo Iscabaaba - micaesquistos
1521,Complejo Iscaybamba
1522,"Complejo Iscaybamba - metavolcánica, anfibolita, granito, gneis"
1523,"Complejo Iscaybamba - micaesquisto, cuarcita"
1524,Complejo Magmático Cerro Negro
1525,Complejo Marañón
1526,Complejo Matapalo
1527,Complejo metamórfico
1528,Complejo Metamórfico Charpa
1529,Complejo Metamórfico de la Cordillera Oriental
1530,Complejo metamórfico del Marañón
1531,Complejo Metamórfico del Sira
1532,Complejo Metamórfico Huaytapallana
1533,Complejo Metamórfico Marañón
1534,Complejo Metamórfico Ollantaytambo
1535,Complejo Metamórfico Pichari - Cielo Punku
1536,"Complejo metamórfico Pichari cielo Punku - granulitas, gneis"
1537,Complejo Metamórfico Sitabamba
1538,Complejo Metamórfico Yanahuanca
1539,Complejo Olmos
1540,Complejo Querobamba
1541,Complejo Querobamba - diorita
1542,Complejo Querobamba - granito
1543,Complejo Querobamba - monzogranito
1544,Complejo Santa Rita
1545,Complejo Volcán Pichu Pichu - Evento 1
1546,Complejo Volcán Pichu Pichu - Evento 2
1547,Complejo Volcán Pichu Pichu - Evento 3
1548,Complejo Volcán Pichu Pichu - Evento 4
1549,Complejo Volcán Pichu Pichu - Evento 5
1550,Complejo Volcán Pichu Pichu - Evento 6
1551,Complejo volcánico Aldabas Condori - Centro volcánico Aldabas - Evento 1
1552,Complejo volcánico Aldabas Condori - Centro volcánico Aldabas - Evento 2
1553,Complejo volcánico Aldabas Condori - Centro volcánico Aldabas - Evento 3
1554,Complejo volcánico Aldabas Condori - Centro volcánico Aldabas - Evento 4
1555,Complejo volcánico Aldabas Condori - Centro volcánico Aldabas - Evento 5
1556,Complejo volcánico Aldabas Condori - Centro volcánico Condori - Evento 1
1557,Complejo volcánico Aldabas Condori - Centro volcánico Condori - Evento 2
1558,Complejo volcánico Aldabas Condori - Centro volcánico Condori - Evento 3
1559,Complejo volcánico Aldabas Condori - Centro volcánico Condori - Evento 4
1560,Complejo volcánico Aldabas Condori - Centro volcánico Condori - Evento 5
1561,Complejo Volcánico Ampato
1562,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 1a
1563,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 1b
1564,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 1c
1565,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 2b
1566,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 2c
1567,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 2d
1568,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 3a
1569,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 3b
1570,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Ampato - Evento 3c
1571,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Sabancaya
1572,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Sabancaya - Evento 1
1573,Complejo Volcánico Ampato Sabancaya - Centro Volcánico Sabancaya - Evento 3a
1574,Complejo Volcánico Ananta
1575,Complejo Volcánico Ananta - Evento 1
1576,Complejo Volcánico Ananta - Evento 10
1577,Complejo Volcánico Ananta - Evento 2
1578,Complejo Volcánico Ananta - Evento 3
1579,Complejo Volcánico Ananta - Evento 4
1580,Complejo Volcánico Ananta - Evento 5
1581,Complejo Volcánico Ananta - Evento 6
1582,Complejo Volcánico Ananta - Evento 7
1583,Complejo Volcánico Ananta - Evento 8
1584,Complejo Volcánico Ananta - Evento 9
1585,Complejo Volcánico Andahua
1586,Complejo Volcánico Andahua - Evento 1
1587,Complejo Volcánico Andahua - Evento 2
1588,Complejo volcánico Antapuna - Evento 1
1589,Complejo volcánico Antapuna - Evento 2
1590,Complejo Volcánico Auquihuato - Evento 1
1591,Complejo Volcánico Auquihuato - Evento 2
1592,Complejo Volcánico Auquihuato - Evento 3
1593,Complejo Volcánico Bongarame - Pucasaya - Evento 1
1594,Complejo Volcánico Bongarame - Pucasaya - Evento 2
1595,Complejo Volcánico Bongarame - Pucasaya - Evento 3
1596,Complejo Volcánico Bongarame - Pucasaya - Evento 4
1597,"Complejo volcánico Bujama, Totoritas"
1598,Complejo Volcánico Carabaya - Evento 1
1599,Complejo Volcánico Carabaya - Evento 2
1600,Complejo Volcánico Carabaya - Evento 3
1601,Complejo Volcánico Carabaya - Evento 4
1602,"Complejo Volcánico Cerro Blanco, Cerro Saitaoco - Evento 1"
1603,"Complejo Volcánico Cerro Blanco, Cerro Saitaoco - Evento 2"
1604,"Complejo Volcánico Cerro Blanco, Cerro Saitaoco - Evento 3"
1605,Complejo volcánico Chucapacca
1606,Complejo volcánico Coropuna-Centro Volcánico escalera - evento 1
1607,Complejo volcánico Coropuna-Centro Volcánico Paiche - evento 1
1608,Complejo volcánico Coropuna-Centro Volcánico Yanaranra - evento 2
1609,Complejo Volcánico Cotañane - Evento 1
1610,Complejo Volcánico Cotañane - Evento 2
1611,Complejo Volcánico Cotañane - Evento 3
1612,"Complejo Volcánico de Bujama,Totorita"
1613,Complejo Volcánico Encajine
1614,Complejo Volcánico Huancara - Evento 1
1615,Complejo Volcánico Huancara - Evento 2
1616,Complejo Volcánico Huancara - Evento 3
1617,Complejo Volcánico Huancara - Evento 4
1618,Complejo Volcánico Huancara - Evento 5
1619,Complejo Volcánico Jollo Jello - Evento 1
1620,Complejo Volcánico Jollo Jello - Evento 2
1621,Complejo Volcánico Jollo Jello - Evento 3
1622,Complejo Volcánico Maralinane - Evento 1
1623,Complejo Volcánico Maralinane - Evento 2
1624,Complejo Volcánico Maralinane - Evento 3
1625,Complejo Volcánico Maralinane - Evento 4
1626,Complejo Volcánico Maralinane - Evento 5
1627,Complejo Volcánico Nasca
1628,Complejo Volcánico Oquelaca - Evento 1
1629,Complejo Volcánico Oquelaca - Evento 2
1630,Complejo Volcánico Oquelaca - Evento 3
1631,Complejo Volcánico Peste Jejeresca - Evento 1
1632,Complejo Volcánico Peste Jejeresca - Evento 2
1633,Complejo Volcánico Pinquillo-Liviña - Evento 1
1634,Complejo Volcánico Puca Machay
1635,Complejo Volcánico Sulluma - Evento 1
1636,Complejo Volcánico Sulluma - Evento 10
1637,Complejo Volcánico Sulluma - Evento 11
1638,Complejo Volcánico Sulluma - Evento 2
1639,Complejo Volcánico Sulluma - Evento 3
1640,Complejo Volcánico Sulluma - Evento 4
1641,Complejo Volcánico Sulluma - Evento 5
1642,Complejo Volcánico Sulluma - Evento 6
1643,Complejo Volcánico Sulluma - Evento 7
1644,Complejo Volcánico Sulluma - Evento 8
1645,Complejo Volcánico Sulluma - Evento 9
1646,Complejo Volcánico Tacume-Huayatambo - Evento 1
1647,Complejo Volcánico Tacume-Huayatambo - Evento 2
1648,Complejo Volcánico Tacume-Huayatambo - Evento 3
1649,Complejo Volcánico Ticsani
1650,Complejo Volcánico Ticsani - Evento 1
1651,Complejo Volcánico Ticsani - Evento 10
1652,Complejo Volcánico Ticsani - Evento 3
1653,Complejo Volcánico Ticsani - Evento 4
1654,Complejo Volcánico Ticsani - Evento 5
1655,Complejo Volcánico Ticsani - Evento 6
1656,Complejo Volcánico Ticsani - Evento 7
1657,Complejo Volcánico Ticsani - Evento 8
1658,Complejo Volcánico Ticsani - Evento 9
1659,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Rushos - Evento 1
1660,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Rushos - Evento 2
1661,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Rushos - Evento 3
1662,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Rushos - Evento 4
1663,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Rushos - Evento 5
1664,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 1
1665,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 2
1666,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 3
1667,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 4
1668,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 5
1669,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 6
1670,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 7
1671,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 8
1672,Complejo Volcánico Urpillao - Rushos - Centro Volcánico Urpillao - Evento 9
1673,Complejo Volcánico Virotón
1674,Complejo Volcánico Viscachas
1675,Complejo Volcánico Yanacocha - Secuencia Volcánica San José - Evento 1
1676,Complejo Xingu
1677,Conejaja - pórfido
1678,Conturene - granito
1679,Coy Coy - monzogranito
1680,Cruz Punta - pórfido
1681,Cuarhuacayán - pórfido cuarcífero
1682,Cuarzodiorita
1683,Cuarzotraquita
1684,Dacita
1685,Dacita porfídica
1686,"Dacita, riodacita"
1687,"Dacita, riolita"
1688,Deposito aluvial
1689,Depósito aluvial
1690,Depósito Aluvial
1691,Depósito aluvial 1
1692,Depósito aluvial 2
1693,"Depósito aluvial, fluvial"
1694,"Depósito aluvial, lacustrino"
1695,Depósito antropogénico
1696,Depósito antropógeno
1697,Depósito biogénico
1698,Depósito coluvial
1699,Depósito coluvial - aluvial
1700,Depósito coluvial - deluvial
1701,"Depósito coluvial, aluvial"
1702,Depósito eólico
1703,Depósito fluvial
1704,Depósito Fluvial
1705,Depósito glaciar
1706,Depósito Glaciar
1707,"Depósito glaciar, fluvial"
1708,"Depósito glaciar,fluvial"
1709,Depósito lacustrino
1710,Depósito marino
1711,Depósito proluvial
1712,Depósito químico
1713,Depósito químico - fuente termal
1714,Depósito químico - sínter
1715,Depósito químico - travertino
1716,Depósito químico - yeso
1717,Depósito residual
1718,Depósito volcánico
1719,"Depósito volcánico - bloques, ceniza"
1720,Depósito volcánico - ceniza
1721,Depósito volcánico - lahar
1722,Depósito volcánico - lava andesítica basáltica
1723,Depósito volcánico - piroclastos
1724,Diabasa
1725,Diorita
1726,"Diorita cuarcífera, tonalita"
1727,Diorita Solitaria
1728,"Diorita, andesita"
1729,"Diorita, granodiorita"
1730,"Diorita, Granodiorita"
1731,"Diorita, tonalita"
1732,Dique
1733,Dique andesítico
1734,Dique andesítico basáltico
1735,Dique argilizado
1736,Dique basáltico
1737,Dique Caolinizado
